CBSA_CODE,CBSA_TITLE,YEAR,predicted_growth_2026,recommendation_label,zhvi_sfr_mid_dec,had_major_disaster_ann,damage_property_sum_ann
44020,"Spirit Lake, IA",2025,4.6981,Moderate,362434.9854856561,0,0
45140,"Tahlequah, OK",2025,4.6971,Moderate,198928.72115296056,0,245000
21060,"Elizabethtown, KY",2025,4.6957,Moderate,247072.8182935961,1,21000
35900,"North Wilkesboro, NC",2025,4.6902,Moderate,215845.11069176413,0,214000
22300,"Findlay, OH",2025,4.6899,Moderate,226149.8341922029,0,1204500
44540,"Sterling, CO",2025,4.6882,Moderate,248153.13021013976,0,0
12620,"Bangor, ME",2025,4.6829,Moderate,265092.5437684501,0,0
42380,"Sayre, PA",2025,4.6812,Moderate,191841.7759877841,0,78500
47220,"Vineland, NJ",2025,4.6767,Moderate,269088.29515447986,0,2000
29700,"Laredo, TX",2025,4.6693,Moderate,213129.1472853676,0,0
19060,"Cumberland, MD-WV",2025,4.6533,Moderate,159195.85528673095,0,621000
16740,"Charlotte-Concord-Gastonia, NC-SC",2025,4.6466,Moderate,386265.1557405467,0,1699000
49700,"Yuba City, CA",2025,4.6326,Moderate,426132.8965594137,0,0
30580,"Liberal, KS",2025,4.6323,Moderate,142139.59234604906,0,0
12540,"Bakersfield-Delano, CA",2025,4.6298,Moderate,360402.0078546962,0,0
38540,"Pocatello, ID",2025,4.6246,Moderate,342374.29076318844,0,68500
20580,"Eagle Pass, TX",2025,4.6187,Moderate,223570.44392844013,0,10000
24780,"Greenville, NC",2025,4.6168,Moderate,254398.43394890695,0,0
21420,"Enid, OK",2025,4.6125,Moderate,135967.48304798894,0,152000
33860,"Montgomery, AL",2025,4.6124,Moderate,206120.97923848144,0,0
46660,"Valdosta, GA",2025,4.611,Moderate,218014.23887616364,0,15100
24620,"Greeneville, TN",2025,4.587,Moderate,240286.1360883354,0,10000
46380,"Ukiah, CA",2025,4.5752,Moderate,494029.2840575596,0,11600
12740,"Barre, VT",2025,4.5745,Moderate,381775.88627669687,0,27000
43420,"Sierra Vista-Douglas, AZ",2025,4.5724,Moderate,259271.89957401625,0,97500
27140,"Jackson, MS",2025,4.5521,Moderate,205457.04579318495,0,1763500
44180,"Springfield, MO",2025,4.5434,Moderate,262648.12774965446,1,14317000
14540,"Bowling Green, KY",2025,4.5411,Moderate,260718.4852333803,1,20000
14780,"Brenham, TX",2025,4.5319,Moderate,360858.47790445393,0,0
23980,"Glasgow, KY",2025,4.5291,Moderate,202310.25699702615,1,0
29420,"Lake Havasu City-Kingman, AZ",2025,4.5244,Moderate,350405.6030665803,0,1848000
41780,"Sandusky, OH",2025,4.5137,Moderate,219409.19563838327,0,134000
24420,"Grants Pass, OR",2025,4.5137,Moderate,383515.375938298,1,0
30780,"Little Rock-North Little Rock-Conway, AR",2025,4.4968,Moderate,224610.34056695728,1,11000
17780,"College Station-Bryan, TX",2025,4.4966,Moderate,307458.3430096448,0,70000
34460,"Mount Sterling, KY",2025,4.4942,Moderate,188301.61494803397,1,6750
11900,"Athens, OH",2025,4.4907,Moderate,178403.68618480352,0,46000
17060,"Chillicothe, OH",2025,4.4781,Moderate,192447.09424815033,0,120000
17980,"Columbus, GA-AL",2025,4.4769,Moderate,202651.91558202673,0,39000
19140,"Dalton, GA",2025,4.4765,Moderate,244957.77104426632,0,48000
36980,"Owensboro, KY",2025,4.4735,Moderate,203780.5289071511,1,2575000
48260,"Weirton-Steubenville, WV-OH",2025,4.4719,Moderate,123522.0429425988,0,67500
39580,"Raleigh-Cary, NC",2025,4.4708,Moderate,436867.2855007891,0,361000
38060,"Phoenix-Mesa-Chandler, AZ",2025,4.467,Moderate,454853.3814152247,0,5054100
26620,"Huntsville, AL",2025,4.4633,Moderate,311533.94477289653,0,1439500
17420,"Cleveland, TN",2025,4.4481,Moderate,301148.5912381056,0,50000
19300,"Daphne-Fairhope-Foley, AL",2025,4.4403,Moderate,344959.56269853486,0,0
32900,"Merced, CA",2025,4.4285,Moderate,413508.3630088496,0,0
10620,"Albemarle, NC",2025,4.4273,Moderate,296574.45122124354,0,41000
47920,"Washington Court House, OH",2025,4.4235,Moderate,230725.76547669285,0,376500
15060,"Brookings, OR",2025,4.4184,Moderate,447611.2127080767,1,0
26500,"Huntingdon, PA",2025,4.4123,Moderate,183750.4405513952,0,159500
15500,"Burlington, NC",2025,4.4105,Moderate,289967.20021267695,1,123000
23780,"Garden City, KS",2025,4.4052,Moderate,227074.03553411356,0,0
47820,"Washington, NC",2025,4.3966,Moderate,227800.6107762861,0,0
41820,"Sanford, NC",2025,4.395,Moderate,286273.7670392056,0,2102000
34380,"Mount Pleasant, MI",2025,4.3925,Moderate,211511.79140348348,0,0
15700,"Cambridge, MD",2025,4.3862,Moderate,266560.92800780415,0,71000
13060,"Bay City, TX",2025,4.3848,Moderate,198785.5258176057,0,10000
10180,"Abilene, TX",2025,4.3831,Moderate,200713.90992546073,0,0
12180,"Auburn, NY",2025,4.3785,Moderate,217043.38739047668,0,131000
15620,"Cadillac, MI",2025,4.3626,Moderate,215162.9997295742,0,0
39780,"Red Bluff, CA",2025,4.3594,Moderate,309504.16615230165,0,0
40180,"Riverton, WY",2025,4.3575,Moderate,309862.48573105095,0,20000
41460,"Salina, KS",2025,4.3573,Moderate,171000.68218889635,1,4790000
48680,"Wildwood-The Villages, FL",2025,4.3475,Moderate,388183.55920338974,0,35000
20020,"Dothan, AL",2025,4.3463,Moderate,187918.9526224943,0,659000
27860,"Jonesboro, AR",2025,4.3403,Moderate,196635.3550321659,1,5283000
25620,"Hattiesburg, MS",2025,4.34,Moderate,209892.46054742773,0,3129700
39060,"Pottsville, PA",2025,4.3287,Moderate,154164.64935805873,0,62000
22500,"Florence, SC",2025,4.3215,Moderate,185374.24900582517,0,12000
26580,"Huntington-Ashland, WV-KY-OH",2025,4.3205,Moderate,156895.05306127702,1,149050
20700,"East Stroudsburg, PA",2025,4.2887,Moderate,302917.47472344554,0,0
40660,"Rome, GA",2025,4.2849,Moderate,227566.58027333225,0,10000
24660,"Greensboro-High Point, NC",2025,4.2822,Moderate,263559.78475619946,0,346000
27900,"Joplin, MO-KS",2025,4.2785,Moderate,218875.80129309077,1,1829500
45820,"Topeka, KS",2025,4.2694,Moderate,209649.0275116306,1,0
23700,"Gallup, NM",2025,4.2635,Moderate,217063.1742690336,0,10000
23580,"Gainesville, GA",2025,4.2616,Moderate,387283.1638434631,0,66000
45460,"Terre Haute, IN",2025,4.2479,Moderate,158643.31662694336,1,627000
39820,"Redding, CA",2025,4.2471,Moderate,367741.8847768759,0,7000000
25860,"Hickory-Lenoir-Morganton, NC",2025,4.241,Moderate,260403.14456606525,0,115000
28700,"Kingsport-Bristol, TN-VA",2025,4.2339,Moderate,238543.8251206075,1,40000
21380,"Emporia, KS",2025,4.2273,Moderate,181572.59538773785,1,20000
12300,"Augusta-Waterville, ME",2025,4.2229,Moderate,303540.3924271756,0,0
44500,"Stephenville, TX",2025,4.2209,Moderate,329568.1287969208,0,1130000
17900,"Columbia, SC",2025,4.2185,Moderate,250687.9071847078,0,593000
45620,"Thomasville, GA",2025,4.2108,Moderate,217288.90255154777,0,502000
47180,"Vincennes, IN",2025,4.2088,Moderate,148556.0301551834,0,337000
19980,"Dodge City, KS",2025,4.2015,Moderate,205840.61810778023,0,7501000
34260,"Mountain Home, AR",2025,4.1984,Moderate,228462.87397740813,0,0
38300,"Pittsburgh, PA",2025,4.1926,Moderate,218909.466215838,0,2077300
26860,"Indiana, PA",2025,4.1798,Moderate,151864.4369404151,0,306000
12260,"Augusta-Richmond County, GA-SC",2025,4.1769,Moderate,241471.5661678633,0,0
36420,"Oklahoma City, OK",2025,4.1753,Moderate,241236.74354687167,1,1836000
11100,"Amarillo, TX",2025,4.1739,Moderate,210688.2238781818,0,2194900
36380,"Okeechobee, FL",2025,4.1711,Moderate,289332.8145013459,0,0
35380,"New Orleans-Metairie, LA",2025,4.1657,Moderate,255431.1980354689,0,1143500
45340,"Taos, NM",2025,4.1608,Moderate,434214.2887552386,0,50000
22100,"Farmington, MO",2025,4.1583,Moderate,184021.09906296144,0,115000
13820,"Birmingham, AL",2025,4.1577,Moderate,255801.48080256945,0,500
37740,"Payson, AZ",2025,4.145,Moderate,380629.1397171824,0,28247000
43740,"Somerset, PA",2025,4.1419,Moderate,160149.70577218384,0,266000
20460,"Durant, OK",2025,4.127,Moderate,226191.65046293195,0,200000
34060,"Morgantown, WV",2025,4.1085,Moderate,213832.53372284933,0,341000
31220,"Ludington, MI",2025,4.0956,Moderate,244540.53067029544,0,0
16860,"Chattanooga, TN-GA",2025,4.0935,Moderate,313874.9632797404,0,2662000
18900,"Crossville, TN",2025,4.0722,Moderate,302800.4214884021,0,250000
26660,"Huntsville, TX",2025,4.07,Moderate,268469.63392558723,0,0
36460,"Olean, NY",2025,4.0561,Moderate,152718.57666446967,0,19000
11700,"Asheville, NC",2025,4.0555,Moderate,423879.03851148946,0,0
18860,"Crescent City, CA",2025,4.0545,Moderate,357099.7602578478,0,400
21340,"El Paso, TX",2025,4.035,Moderate,226645.68713804233,0,20000
34220,"Moultrie, GA",2025,4.024,Moderate,160016.78547052128,0,37000
18880,"Crestview-Fort Walton Beach-Destin, FL",2025,4.0214,Moderate,401674.60435407114,0,17000
27740,"Johnson City, TN",2025,4.0205,Moderate,273432.33165975503,0,0
18340,"Corbin, KY",2025,4.0179,Moderate,154963.31365110027,1,105800
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",2025,4.0132,Moderate,357146.3306974929,0,16000
17300,"Clarksville, TN-KY",2025,3.9774,Moderate,289630.3023508307,1,4413200
15460,"Burlington, IA-IL",2025,3.9695,Moderate,135922.1614861493,0,0
32390,"Massena-Ogdensburg, NY",2025,3.9638,Moderate,132070.57931799337,0,24000
22820,"Fort Morgan, CO",2025,3.954,Moderate,321933.0489119904,0,0
47080,"Vidalia, GA",2025,3.9455,Moderate,165155.71376059242,0,16000
22180,"Fayetteville, NC",2025,3.9444,Moderate,253158.921567872,0,61000
38620,"Ponca City, OK",2025,3.9344,Moderate,108476.94351013332,0,65000
48620,"Wichita, KS",2025,3.9248,Moderate,214559.45635561715,1,2000000
13140,"Beaumont-Port Arthur, TX",2025,3.9239,Moderate,176502.2325721155,0,107000
19460,"Decatur, AL",2025,3.9055,Moderate,225173.1595554347,0,479500
27700,"Jesup, GA",2025,3.9039,Moderate,200575.8158607008,0,400
10220,"Ada, OK",2025,3.9003,Moderate,179322.8524230524,0,11615000
12060,"Atlanta-Sandy Springs-Roswell, GA",2025,3.8836,Moderate,383754.9035825399,0,1319000
14700,"Branson, MO",2025,3.8656,Moderate,269848.30105478346,0,20000
34860,"Nacogdoches, TX",2025,3.829,Moderate,208578.09959965933,0,0
33420,"Mineral Wells, TX",2025,3.8205,Moderate,267482.26059017424,0,854000
23620,"Gainesville, TX",2025,3.8171,Moderate,310469.0124448599,0,282000
32660,"McMinnville, TN",2025,3.8164,Moderate,250291.872313192,0,60000
38100,"Picayune, MS",2025,3.8156,Moderate,194426.4680548775,0,110000
24460,"Great Bend, KS",2025,3.8071,Moderate,115659.35188813457,1,0
35700,"Nogales, AZ",2025,3.788,Moderate,275097.4240790466,0,6500
30900,"Logansport, IN",2025,3.7819,Moderate,163032.36550803442,0,251500
28820,"Kinston, NC",2025,3.7607,Moderate,146989.7800832496,0,0
44740,"Storm Lake, IA",2025,3.7557,Moderate,179732.82723014348,0,0
29380,"Lake City, FL",2025,3.7417,Moderate,263628.7245122155,0,0
18300,"Coos Bay-North Bend, OR",2025,3.7411,Moderate,342137.4793478283,1,0
42340,"Savannah, GA",2025,3.7356,Moderate,346704.3071904148,0,71250
29740,"Las Cruces, NM",2025,3.7315,Moderate,285494.82933857595,1,250000
27300,"Jacksonville, IL",2025,3.7294,Moderate,122202.23806549578,0,0
12940,"Baton Rouge, LA",2025,3.7284,Moderate,244099.52060198516,0,2253000
37620,"Parkersburg-Vienna, WV",2025,3.7013,Moderate,163295.15504973175,0,64750
49260,"Woodward, OK",2025,3.688,Moderate,125204.14922488893,0,25000
15260,"Brunswick-St. Simons, GA",2025,3.6762,Moderate,307285.6666193866,0,2000
49780,"Zanesville, OH",2025,3.6724,Moderate,199590.2399285933,0,70000
45220,"Tallahassee, FL",2025,3.6568,Moderate,283345.4775425102,0,173000
28500,"Kerrville, TX",2025,3.6457,Moderate,366586.32829003566,1,200050000
28780,"Kingsville, TX",2025,3.634,Moderate,147457.8165077333,0,0
18060,"Columbus, MS",2025,3.6321,Moderate,175659.7863061767,0,732000
31260,"Lufkin, TX",2025,3.6263,Moderate,193525.94609270096,0,0
15740,"Cambridge, OH",2025,3.6241,Moderate,156494.0880406842,0,24000
48980,"Wilson, NC",2025,3.6217,Moderate,217868.34202477583,0,63000
37860,"Pensacola-Ferry Pass-Brent, FL",2025,3.6004,Moderate,296781.51185260847,0,10000
46340,"Tyler, TX",2025,3.5891,Moderate,266133.9631145501,0,150000
32820,"Memphis, TN-MS-AR",2025,3.5869,Moderate,239345.6711856527,1,11784000
32540,"McAlester, OK",2025,3.5847,Moderate,140733.55335781348,0,925000
21700,"Eureka-Arcata, CA",2025,3.5838,Moderate,427048.13956579746,0,46500
26020,"Hobbs, NM",2025,3.5823,Moderate,190954.1025743828,0,171000
30980,"Longview, TX",2025,3.5757,Moderate,209129.34733146505,0,290000
15180,"Brownsville-Harlingen, TX",2025,3.5664,Moderate,195182.82191916427,1,105025000
36740,"Orlando-Kissimmee-Sanford, FL",2025,3.5614,Moderate,400172.9942082492,0,7258000
40460,"Rockingham, NC",2025,3.5592,Moderate,127751.1817111917,0,12000
43760,"Sonora, CA",2025,3.5549,Moderate,386015.62909105234,0,0
48060,"Watertown-Fort Drum, NY",2025,3.5485,Moderate,212574.96699797804,0,46000
13540,"Bennington, VT",2025,3.5416,Moderate,353742.75359419826,0,0
10460,"Alamogordo, NM",2025,3.5413,Moderate,227226.7986483757,1,5000
27260,"Jacksonville, FL",2025,3.5369,Moderate,354635.2494327889,0,73300
40780,"Russellville, AR",2025,3.5128,Moderate,191025.62497052332,0,0
37460,"Panama City-Panama City Beach, FL",2025,3.5109,Moderate,319602.4683232072,0,644000
40820,"Ruston, LA",2025,3.4879,Moderate,215204.31184168425,0,0
26420,"Houston-Pasadena-The Woodlands, TX",2025,3.4815,Moderate,308618.6574790944,0,115000
25060,"Gulfport-Biloxi, MS",2025,3.4814,Moderate,216134.558761307,0,307200
10140,"Aberdeen, WA",2025,3.4762,Moderate,319877.3148146412,1,0
46060,"Tucson, AZ",2025,3.4731,Moderate,349419.20372486097,0,441500
19760,"DeRidder, LA",2025,3.4724,Moderate,188823.6780561238,0,28000
39380,"Pueblo, CO",2025,3.4618,Moderate,285111.053443586,0,0
22520,"Florence-Muscle Shoals, AL",2025,3.4552,Moderate,205956.35875206703,0,9126200
21820,"Fairbanks-College, AK",2025,3.4474,Moderate,299695.8188791057,0,0
45000,"Susanville, CA",2025,3.4396,Moderate,225529.12327929345,0,15000
34340,"Mount Airy, NC",2025,3.4361,Moderate,221930.57863112548,0,30500
21900,"Fairmont, WV",2025,3.4345,Moderate,157207.84674752603,1,1368000
21300,"Elmira, NY",2025,3.4318,Moderate,148009.12575380513,0,92500
14180,"Blytheville, AR",2025,3.4306,Moderate,107507.17653856736,1,249000
39420,"Pullman, WA",2025,3.4183,Moderate,316481.87868862,0,19500
23940,"Gillette, WY",2025,3.4144,Moderate,324998.80880334234,0,0
26300,"Hot Springs, AR",2025,3.4121,Moderate,237554.84234890543,1,0
31180,"Lubbock, TX",2025,3.4091,Moderate,206359.26676018388,0,0
38940,"Port St. Lucie, FL",2025,3.3863,Moderate,394872.8193745448,0,10000
47620,"Warren, PA",2025,3.3707,Moderate,126891.72564739622,0,47500
25220,"Hammond, LA",2025,3.3599,Moderate,216285.7524639657,0,681500
12420,"Austin-Round Rock-San Marcos, TX",2025,3.3539,Moderate,434903.01161044865,1,30060000
10700,"Albertville, AL",2025,3.3444,Moderate,236058.59135018857,0,8159500
39700,"Raymondville, TX",2025,3.3396,Moderate,130817.91342212174,1,20000
27180,"Jackson, TN",2025,3.331,Moderate,197468.4111704344,1,790000
19100,"Dallas-Fort Worth-Arlington, TX",2025,3.3056,Moderate,365752.990557347,0,23310000
22580,"Forest City, NC",2025,3.2891,Moderate,208110.3888453173,0,0
45740,"Toccoa, GA",2025,3.2856,Moderate,231921.9493273863,0,0
45180,"Talladega-Sylacauga, AL",2025,3.2845,Moderate,173734.63530940478,0,1000
42940,"Sevierville, TN",2025,3.2783,Moderate,400676.38858009706,0,0
19180,"Danville, IL",2025,3.269,Moderate,93933.708357486,0,0
29180,"Lafayette, LA",2025,3.2629,Moderate,193246.0617208214,0,910000
29300,"LaGrange, GA-AL",2025,3.2591,Moderate,195693.0889325688,0,150000
16460,"Centralia, IL",2025,3.2405,Moderate,117551.68247100111,0,290000
31420,"Macon-Bibb County, GA",2025,3.2296,Moderate,189964.9100954601,0,57000
21180,"Elkins, WV",2025,3.2241,Moderate,152190.97034936806,0,9150
23540,"Gainesville, FL",2025,3.219,Moderate,310870.4612878142,0,5400
47380,"Waco, TX",2025,3.199,Moderate,249199.40225015007,0,285000
37500,"Paragould, AR",2025,3.1919,Moderate,184924.8232579669,1,2015000
12900,"Batesville, AR",2025,3.1785,Moderate,155268.20265093213,1,0
11620,"Ardmore, OK",2025,3.1127,Moderate,176771.61543729482,0,720000
28660,"Killeen-Temple, TX",2025,3.0929,Moderate,249567.529806442,1,367000
18620,"Corsicana, TX",2025,3.092,Moderate,218717.1936627604,0,40000
37340,"Palm Bay-Melbourne-Titusville, FL",2025,3.0721,Moderate,346843.33380151185,0,10695000
22800,"Fort Madison, IA",2025,3.0132,Moderate,118629.57657230028,0,0
11660,"Arkadelphia, AR",2025,3.0113,Moderate,156335.0017653183,1,0
43660,"Snyder, TX",2025,3.0063,Moderate,135430.0946665071,0,1165000
41400,"Salem, OH",2025,2.9662,Moderate,150116.36106892457,0,23000
37120,"Ozark, AL",2025,2.9447,Moderate,155439.13797793197,0,48000
46220,"Tuscaloosa, AL",2025,2.932,Moderate,216272.16089704484,0,0
11980,"Athens, TX",2025,2.9229,Moderate,261634.86224241613,0,183000
42680,"Sebastian-Vero Beach-West Vero Corridor, FL",2025,2.9212,Moderate,372278.5597156901,0,0
25820,"Hereford, TX",2025,2.9125,Moderate,171535.85196523997,0,124000
17220,"Clarksburg, WV",2025,2.8758,Moderate,147985.51935691517,0,68150
42460,"Scottsboro, AL",2025,2.8626,Moderate,183082.2046473172,0,783500
41700,"San Antonio-New Braunfels, TX",2025,2.8532,Moderate,277607.8002210537,1,30719000
45300,"Tampa-St. Petersburg-Clearwater, FL",2025,2.8394,Moderate,369996.54762428015,0,476000
20180,"DuBois, PA",2025,2.8254,Moderate,133615.57668714446,0,178000
44900,"Summerville, GA",2025,2.8252,Moderate,168168.77635305148,0,63000
44940,"Sumter, SC",2025,2.8231,Moderate,201607.37433403483,0,30000
42300,"Sault Ste. Marie, MI",2025,2.8052,Moderate,184407.23514367815,0,5000
32580,"McAllen-Edinburg-Mission, TX",2025,2.7931,Moderate,189252.0107969901,1,53128500
16620,"Charleston, WV",2025,2.7699,Moderate,141913.0358977053,1,81700
45700,"Tifton, GA",2025,2.7667,Moderate,200504.68195682272,0,103000
17500,"Clewiston, FL",2025,2.7658,Moderate,275971.5094865643,0,17000
32000,"Marion, NC",2025,2.7466,Moderate,252032.3278735646,0,350000
19700,"Deming, NM",2025,2.7233,Moderate,156147.1232267144,0,0
16340,"Cedartown, GA",2025,2.7233,Moderate,212237.11079073927,0,26000
47020,"Victoria, TX",2025,2.7083,Moderate,213359.5544197074,0,0
43460,"Sikeston, MO",2025,2.7065,Moderate,155242.3758637228,1,16197000
20900,"El Campo, TX",2025,2.7061,Moderate,237402.1689161661,0,200000
17340,"Clearlake, CA",2025,2.6929,Moderate,303456.6231488119,0,45000
18500,"Corning, NY",2025,2.6928,Moderate,160425.35726197937,0,223600
35140,"Newberry, SC",2025,2.6805,Moderate,201742.23167655207,0,20000
21460,"Enterprise, AL",2025,2.671,Moderate,176022.64309340576,0,311000
48660,"Wichita Falls, TX",2025,2.6644,Moderate,168852.3769835191,0,1100000
31580,"Madisonville, KY",2025,2.6634,Moderate,151557.9677333734,1,273000
36900,"Ottumwa, IA",2025,2.6556,Moderate,122926.78519235952,0,15000
37260,"Palatka, FL",2025,2.6504,Moderate,208235.67394030452,0,1100
40580,"Rocky Mount, NC",2025,2.5969,Moderate,193412.89807240944,0,303000
36580,"Oneonta, NY",2025,2.5857,Moderate,199213.44612267485,0,113500
18580,"Corpus Christi, TX",2025,2.5609,Moderate,215508.8949149519,0,6048000
11220,"Amsterdam, NY",2025,2.5396,Moderate,197101.24827250457,0,1000
33660,"Mobile, AL",2025,2.5347,Moderate,190263.69040051976,0,0
29900,"Laurinburg, NC",2025,2.5288,Moderate,139079.4694814392,0,45000
25460,"Harrison, AR",2025,2.5146,Moderate,221122.42240544385,1,0
19660,"Deltona-Daytona Beach-Ormond Beach, FL",2025,2.5122,Moderate,326809.4233112762,0,454000
43300,"Sherman-Denison, TX",2025,2.4998,Moderate,287306.3984295089,0,1033000
42700,"Sebring, FL",2025,2.4891,Moderate,235645.24113586647,0,25000
36100,"Ocala, FL",2025,2.4889,Moderate,275056.7685580998,0,39200
44860,"Sulphur Springs, TX",2025,2.4856,Moderate,255414.77713449407,0,520000
16100,"Carlsbad-Artesia, NM",2025,2.4532,Moderate,233880.5744239006,0,65000
29460,"Lakeland-Winter Haven, FL",2025,2.4378,Moderate,300685.725457113,0,0
35840,"North Port-Bradenton-Sarasota, FL",2025,2.4367,Moderate,420560.60992017505,0,20000
14220,"Bogalusa, LA",2025,2.4093,Moderate,124225.18525709392,0,33000
19260,"Danville, VA",2025,2.3824,Moderate,159138.25286629572,1,92500
40260,"Roanoke Rapids, NC",2025,2.3518,Moderate,100327.8092752568,0,102000
10500,"Albany, GA",2025,2.2876,Moderate,161897.6411436651,0,70000
43340,"Shreveport-Bossier City, LA",2025,2.2763,Moderate,172805.90029353564,0,1290000
24140,"Goldsboro, NC",2025,2.2307,Moderate,179803.4559297948,0,180000
35060,"Natchitoches, LA",2025,2.1989,Moderate,168071.90602796627,0,0
48180,"Waycross, GA",2025,2.1856,Moderate,161669.12760244578,0,0
26140,"Homosassa Springs, FL",2025,2.1134,Moderate,271197.6552528489,0,10000
15020,"Brookhaven, MS",2025,2.0961,Moderate,161407.45184026728,0,82500
11140,"Americus, GA",2025,2.0751,Moderate,132905.53323196236,0,6000
25780,"Henderson, NC",2025,2.0339,Moderate,180161.5277572405,0,63000
46620,"Uvalde, TX",2025,1.9789,Neutral,190962.3854846288,1,62000
19620,"Del Rio, TX",2025,1.9767,Neutral,206871.1938561769,0,25000
34420,"Mount Pleasant, TX",2025,1.9259,Neutral,215698.6529634289,0,1025000
38260,"Pittsburg, KS",2025,1.9165,Neutral,131129.3002952109,0,326000
11580,"Arcadia, FL",2025,1.893,Neutral,255957.30437978683,0,5000
10780,"Alexandria, LA",2025,1.8592,Neutral,159430.34696771094,0,662000
36340,"Oil City, PA",2025,1.8416,Neutral,122056.5503385354,0,116700
36700,"Orangeburg, SC",2025,1.8132,Neutral,150280.5389756277,0,0
14420,"Borger, TX",2025,1.7821,Neutral,114841.59572135628,0,40700
14620,"Bradford, PA",2025,1.7806,Neutral,104310.97636938392,0,4000
15220,"Brownwood, TX",2025,1.7651,Neutral,176309.42985195585,0,0
34780,"Muskogee, OK",2025,1.744,Neutral,151741.936328077,0,100000
20340,"Duncan, OK",2025,1.732,Neutral,136107.37584891854,0,255000
24940,"Greenwood, SC",2025,1.7103,Neutral,169007.19142759882,0,7000
20980,"El Dorado, AR",2025,1.707,Neutral,125299.64517141216,0,0
43700,"Somerset, KY",2025,1.7044,Neutral,166834.92826090593,1,1000
31680,"Malvern, AR",2025,1.6399,Neutral,157922.33567251393,1,0
40740,"Roswell, NM",2025,1.6108,Neutral,168274.34370070757,0,55000
45500,"Texarkana, TX-AR",2025,1.5944,Neutral,174928.93918881883,1,550000
13700,"Big Spring, TX",2025,1.5303,Neutral,137364.3721662954,0,1083500
33740,"Monroe, LA",2025,1.5136,Neutral,157725.79989014304,0,224000
31380,"Macomb, IL",2025,1.4924,Neutral,95566.17509602652,0,32000
31300,"Lumberton, NC",2025,1.4577,Neutral,127994.2924366424,0,0
37420,"Pampa, TX",2025,1.4562,Neutral,100519.30849719528,0,113800
38920,"Port Lavaca, TX",2025,1.4352,Neutral,194773.78373775235,0,0
20140,"Dublin, GA",2025,1.3294,Neutral,163484.08094106684,0,13000
43140,"Shelby-Kings Mountain, NC",2025,1.2876,Neutral,208024.71449320557,0,24000
24900,"Greenwood, MS",2025,1.0943,Neutral,102585.00822590722,1,578000
15980,"Cape Coral-Fort Myers, FL",2025,1.0889,Neutral,355943.67075880244,0,0
12460,"Bainbridge, GA",2025,1.0261,Neutral,169925.05605596132,0,13000
38220,"Pine Bluff, AR",2025,0.9814,Neutral,94869.29349749174,0,0
20540,"Dyersburg, TN",2025,0.9766,Neutral,165154.61357065054,1,3947000
14140,"Bluefield, WV-VA",2025,0.9631,Neutral,137538.45207879963,1,2128500
26380,"Houma-Bayou Cane-Thibodaux, LA",2025,0.8817,Neutral,174945.48286045544,0,0
32300,"Martinsville, VA",2025,0.7614,Neutral,132151.2774634499,0,286500
40100,"Rio Grande City-Roma, TX",2025,0.7605,Neutral,135483.78141127602,1,0
32620,"McComb, MS",2025,0.7482,Neutral,100879.13767622953,1,10003000
17580,"Clovis, NM",2025,0.7481,Neutral,158574.0470499722,0,105000
46980,"Vicksburg, MS",2025,0.7125,Neutral,140269.8461824036,0,36000
28380,"Kennett, MO",2025,0.6898,Neutral,85599.96629687453,1,421000
27380,"Jacksonville, TX",2025,0.5721,Neutral,226087.90184475863,0,200000
38380,"Plainview, TX",2025,0.5256,Neutral,114931.98277182724,0,0
37300,"Palestine, TX",2025,0.4968,Neutral,203479.36686734983,0,404000
23500,"Gaffney, SC",2025,0.4726,Neutral,179036.3430566674,0,10000
45980,"Troy, AL",2025,0.4001,Neutral,158986.67075504447,0,0
13220,"Beckley, WV",2025,0.3689,Neutral,140115.33446195957,1,34050
10860,"Alice, TX",2025,0.348,Neutral,129954.29691242892,0,24000
22340,"Fitzgerald, GA",2025,0.3066,Neutral,122196.68600798922,0,0
18380,"Cordele, GA",2025,0.2488,Neutral,128239.67654412262,0,1000
45020,"Sweetwater, TX",2025,0.1996,Neutral,108465.67589523824,0,0
20060,"Douglas, GA",2025,0.1796,Neutral,164246.59080983672,0,48000
13300,"Beeville, TX",2025,0.117,Neutral,158526.04787596696,0,0
32940,"Meridian, MS",2025,-0.0167,Neutral,117974.74129150376,0,1039000
11060,"Altus, OK",2025,-0.2578,Neutral,107982.99221536209,0,15000
29860,"Laurel, MS",2025,-0.3734,Neutral,147284.56899711638,0,3089000
39460,"Punta Gorda, FL",2025,-0.4464,Neutral,309733.2064666994,0,0
33060,"Miami, OK",2025,-0.6178,Neutral,133432.12777237175,0,20000
46900,"Vernon, TX",2025,-1.0063,Neutral,100214.8846054168,0,0
27780,"Johnstown, PA",2025,-1.0472,Neutral,114683.16663792112,0,372000
22620,"Forrest City, AR",2025,-1.2785,Neutral,78541.84692816414,1,202000
42820,"Selma, AL",2025,-1.4471,Neutral,83724.14614177147,0,0
15780,"Camden, AR",2025,-1.541,Neutral,101775.20117963717,1,0
31620,"Magnolia, AR",2025,-1.5649,Neutral,130343.99139908711,0,110000
17260,"Clarksdale, MS",2025,-1.6267,Neutral,56021.85866793084,0,60000
36660,"Opelousas, LA",2025,-1.7481,Neutral,129521.84136647436,0,47000
